Context;Instance;Reference;en;fr;it;pt;nb
ReportViewName;"\work\HIS2\EAM\Cash Accounts.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Cash Accounts.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Cash Accounts.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Cash Accounts.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Cash Accounts.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Cash Accounts.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Cash Accounts.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Cash Accounts.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"Client Evaluation (Excel)";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Client Evaluation.srex";"Client Evaluation";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Client Evaluation.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"Portfolio Valuation Synthetic (PDF)";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic (PDF).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Portfolio Valuation Synthetic Matrix (PDF)";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Positions by security (Excel).srex";"Positions by security (Excel)";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Positions by security.srex";"Positions by security";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Positions by security.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Securities by client (Excel).srex";"Securities by client (Excel)";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Securities by client.srex";"Securities by client";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Securities by client.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Security Movements (Excel).srex";"Security Movements (Excel)";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Security Movements.srex";"Security Movements";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Security Movements.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\EAM\Transfers (Excel).srex";"Transfers (Excel)";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\EAM\Transfers (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Gestion\Comptes Courants.srex";"Comptes Courants";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"view";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Gestion\Comptes Courants.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"Depots Fiduciaires avec Dépositaires (Excel)";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Gestion\Depots Fiduciaires avec Dépositaires (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"Echéances Fiduciaires (Excel)";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Fiduciaires (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"Echéances Loans (Excel)";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Gestion\Echéances Loans (Excel).srex";"CSV";;;;;
